release_year,duration_int,rating_encoded,country_encoded,genre_encoded,length_encoded,type_encoded
2016,93.0,9,80,10,1,0
2018,85.0,11,11,12,1,0
1973,103.0,8,27,0,1,0
2015,102.0,7,80,12,1,0
2002,107.0,8,80,0,1,0
1990,88.0,11,56,7,1,0
1985,95.0,5,1,7,1,0
2016,100.0,9,45,12,1,0
2018,91.0,9,30,15,1,0
2018,110.0,8,35,12,1,0
2019,1.0,12,81,16,2,1
2007,96.0,6,80,4,1,0
1997,96.0,8,79,13,1,0
2019,98.0,11,80,12,1,0
2019,133.0,8,70,12,0,0
2014,1.0,12,79,3,2,1
2001,102.0,7,80,7,1,0
2015,108.0,8,79,12,1,0
2011,1.0,9,13,16,2,1
2008,1.0,9,81,16,2,1
1996,133.0,8,80,0,0,0
2013,58.0,11,51,10,2,0
2012,79.0,5,80,7,1,0
2001,101.0,8,80,0,1,0
2019,81.0,9,80,0,1,0
2006,2.0,11,79,3,2,1
2010,99.0,11,76,7,1,0
2011,106.0,12,76,7,1,0
2014,103.0,12,76,7,1,0
2009,1.0,9,76,8,2,1
2017,92.0,11,80,7,1,0
2017,89.0,11,80,12,1,0
2009,1.0,11,37,2,2,1
2015,1.0,10,79,3,2,1
2011,150.0,9,30,0,0,0
2019,80.0,9,80,7,1,0
1998,124.0,8,80,35,0,0
2017,99.0,11,23,12,1,0
2015,29.0,9,30,10,2,0
2019,91.0,9,80,35,1,0
2014,102.0,5,30,12,1,0
2017,94.0,11,19,7,1,0
2016,1.0,11,81,8,2,1
2017,6.0,9,79,3,2,1
1998,118.0,8,80,7,1,0
2015,1.0,11,30,16,2,1
2017,70.0,11,80,10,1,0
1971,181.0,3,80,6,0,0
2015,101.0,5,50,12,1,0
2008,29.0,14,79,4,2,0
2016,92.0,12,80,10,1,0
2015,2.0,9,76,8,2,1
2017,94.0,11,80,10,1,0
2015,118.0,12,31,12,1,0
2000,98.0,8,80,9,1,0
2003,90.0,8,80,13,1,0
2006,93.0,8,80,13,1,0
2016,114.0,9,35,10,1,0
2013,99.0,11,30,12,1,0
2018,96.0,9,80,7,1,0
2017,102.0,8,79,0,1,0
2016,90.0,11,79,13,1,0
2017,49.0,9,81,10,2,0
2015,61.0,5,80,10,1,0
2015,2.0,9,81,16,2,1
2019,60.0,9,78,10,1,0
1982,104.0,8,27,0,1,0
2014,3.0,10,80,21,2,1
2008,119.0,7,11,12,1,0
2016,102.0,9,19,7,1,0
2018,83.0,11,80,12,1,0
2016,1.0,14,68,17,2,1
1978,88.0,11,27,0,1,0
2017,86.0,11,78,10,1,0
2017,1.0,12,81,11,2,1
2011,1.0,9,80,16,2,1
2015,90.0,6,70,10,1,0
2010,134.0,8,80,12,0,0
2015,92.0,12,80,10,1,0
2012,145.0,8,45,12,0,0
2019,95.0,11,79,7,1,0
2018,93.0,11,80,10,1,0
1977,84.0,3,80,4,1,0
2017,1.0,9,80,21,2,1
2017,81.0,9,79,10,1,0
1956,98.0,3,80,0,1,0
2016,1.0,12,79,3,2,1
2018,74.0,11,7,10,1,0
2016,87.0,11,79,10,1,0
2011,1.0,11,79,16,2,1
2011,96.0,6,80,10,1,0
2008,88.0,7,23,7,1,0
2016,1.0,11,70,8,2,1
1994,118.0,8,79,6,1,0
2007,113.0,8,80,12,1,0
2012,86.0,8,80,7,1,0
2003,11.0,12,80,5,2,1
2018,91.0,11,80,7,1,0
2007,115.0,6,80,4,1,0
1993,112.0,6,80,4,1,0
2015,103.0,8,80,10,1,0
2016,116.0,11,19,7,1,0
2015,72.0,11,80,12,1,0
2019,104.0,12,80,12,1,0
2017,4.0,12,80,11,2,1
2009,97.0,8,80,13,1,0
2016,92.0,8,23,13,1,0
2003,10.0,9,80,5,2,1
2017,93.0,9,19,4,1,0
2010,93.0,8,21,0,1,0
2016,99.0,6,80,10,1,0
2011,1.0,12,79,3,2,1
2011,47.0,12,79,19,2,0
2011,52.0,12,79,19,2,0
2008,97.0,8,80,12,1,0
2015,88.0,12,11,4,1,0
2016,106.0,11,80,10,1,0
2019,97.0,11,84,0,1,0
2017,88.0,11,80,12,1,0
2009,88.0,6,80,4,1,0
2017,132.0,11,7,12,0,0
2018,1.0,9,30,16,2,1
2013,108.0,9,60,12,1,0
2016,2.0,12,80,29,2,1
2017,111.0,12,31,12,1,0
2009,1.0,11,74,16,2,1
2014,1.0,12,30,16,2,1
2002,167.0,8,80,12,0,0
2013,1.0,17,37,2,2,1
2009,96.0,12,31,4,1,0
2011,95.0,12,31,4,1,0
2016,107.0,11,37,13,1,0
2016,118.0,11,30,12,1,0
2018,130.0,12,30,12,0,0
2017,90.0,12,80,10,1,0
2015,1.0,12,79,3,2,1
2016,1.0,12,79,3,2,1
2016,1.0,11,71,8,2,1
2003,87.0,6,80,4,1,0
2011,1.0,13,35,17,2,1
2010,109.0,8,80,7,1,0
2014,103.0,6,79,4,1,0
2017,1.0,11,80,8,2,1
2008,110.0,7,80,0,1,0
2005,85.0,7,80,7,1,0
1990,163.0,9,30,0,0,0
2017,100.0,11,75,13,1,0
2013,58.0,11,37,0,2,0
2007,110.0,7,80,0,1,0
2014,58.0,11,37,0,2,0
2012,1.0,9,80,21,2,1
2013,56.0,9,37,0,2,0
1997,161.0,11,30,0,0,0
2005,141.0,9,31,12,0,0
1958,115.0,3,80,6,1,0
2012,90.0,7,79,12,1,0
2013,103.0,9,55,7,1,0
2012,77.0,5,80,10,1,0
2010,1.0,9,81,16,2,1
2018,111.0,6,80,4,1,0
2016,103.0,12,80,10,1,0
2017,129.0,5,13,0,0,0
2014,113.0,6,80,12,1,0
2018,106.0,6,80,12,1,0
2017,105.0,11,79,12,1,0
1979,137.0,12,30,6,0,0
2013,22.0,13,37,15,2,0
1995,130.0,7,79,0,0,0
2019,89.0,11,80,12,1,0
2017,2.0,13,80,17,2,1
2016,110.0,8,2,35,1,0
2006,148.0,9,30,7,0,0
2016,2.0,11,35,8,2,1
2018,100.0,8,80,14,1,0
2015,1.0,9,76,16,2,1
2016,90.0,8,80,7,1,0
2014,103.0,8,80,12,1,0
2019,75.0,11,80,7,1,0
2012,99.0,11,19,12,1,0
2005,93.0,6,80,12,1,0
2014,90.0,8,80,0,1,0
1990,145.0,8,80,6,0,0
2017,95.0,11,80,12,1,0
2011,92.0,8,80,7,1,0
2018,90.0,6,80,4,1,0
2001,137.0,8,80,7,0,0
2012,6.0,9,80,31,2,1
2003,98.0,8,80,13,1,0
2015,109.0,9,30,12,1,0
2008,117.0,8,23,12,1,0
2017,2.0,9,79,3,2,1
2013,3.0,12,70,16,2,1
2013,93.0,11,30,7,1,0
2017,57.0,11,80,7,2,0
1978,110.0,6,80,6,1,0
2016,2.0,12,79,3,2,1
2017,1.0,12,79,11,2,1
2015,95.0,8,80,13,1,0
2016,102.0,11,50,7,1,0
2016,97.0,11,80,10,1,0
2016,82.0,12,80,10,1,0
2015,90.0,12,11,10,1,0
2008,2.0,9,37,2,2,1
2015,57.0,10,79,10,2,0
2015,91.0,11,12,7,1,0
2013,100.0,11,76,7,1,0
2013,101.0,9,76,7,1,0
2016,2.0,11,81,16,2,1
2010,138.0,9,30,7,0,0
2014,95.0,9,76,7,1,0
2007,116.0,6,80,4,1,0
2009,117.0,7,80,0,1,0
2015,65.0,9,80,0,1,0
2000,158.0,9,30,12,0,0
1987,110.0,8,80,0,1,0
2017,79.0,9,19,7,1,0
2017,99.0,8,80,35,1,0
2013,86.0,9,80,10,1,0
2015,3.0,11,80,32,2,1
2017,138.0,10,79,15,0,0
2013,1.0,9,74,16,2,1
2017,91.0,11,80,13,1,0
2014,79.0,5,45,7,1,0
2016,2.0,11,79,3,2,1
2015,1.0,11,80,30,2,1
2015,79.0,11,79,12,1,0
2015,96.0,8,60,0,1,0
2005,55.0,9,81,10,2,0
2008,101.0,8,80,7,1,0
2004,88.0,8,80,7,1,0
2015,95.0,9,80,10,1,0
2014,1.0,9,79,3,2,1
2010,87.0,10,80,4,1,0
2017,1.0,14,43,17,2,1
2015,83.0,12,80,10,1,0
2016,90.0,5,80,10,1,0
2014,4.0,12,80,30,2,1
1999,151.0,12,30,0,0,0
2015,1.0,9,31,16,2,1
2017,89.0,11,80,10,1,0
2018,99.0,11,80,13,1,0
2017,86.0,11,2,10,1,0
2015,5.0,9,11,5,2,1
2016,85.0,11,80,13,1,0
2011,93.0,8,33,0,1,0
2015,89.0,7,80,10,1,0
2018,89.0,8,80,13,1,0
2018,90.0,11,80,13,1,0
1998,104.0,11,2,12,1,0
2017,107.0,9,80,10,1,0
2001,124.0,7,80,7,0,0
2017,87.0,11,80,35,1,0
2018,2.0,11,11,16,2,1
2016,94.0,6,80,4,1,0
2015,1.0,11,80,32,2,1
2015,86.0,8,80,0,1,0
2016,5.0,9,11,8,2,1
2016,102.0,8,80,12,1,0
2004,122.0,7,80,0,0,0
2013,126.0,8,80,12,0,0
2018,87.0,9,80,12,1,0
1976,156.0,9,30,0,0,0
2016,97.0,11,80,13,1,0
1997,89.0,11,27,0,1,0
2018,2.0,11,18,16,2,1
2017,88.0,11,80,0,1,0
2015,1.0,14,68,16,2,1
2010,96.0,9,30,13,1,0
2016,104.0,9,13,15,1,0
2015,80.0,9,2,10,1,0
2016,3.0,12,11,21,2,1
1988,5.0,12,80,31,2,1
2016,3.0,9,79,3,2,1
2015,95.0,12,79,10,1,0
2010,97.0,11,30,13,1,0
2015,1.0,11,1,8,2,1
2017,118.0,9,30,12,1,0
2016,1.0,12,2,3,2,1
2005,118.0,7,80,7,1,0
2016,44.0,12,79,10,2,0
2017,54.0,9,21,10,2,0
2015,170.0,12,52,12,0,0
2016,1.0,13,80,17,2,1
2006,118.0,11,76,7,1,0
2015,128.0,11,2,12,0,0
2016,106.0,11,80,7,1,0
2016,103.0,5,80,10,1,0
2008,92.0,9,75,7,1,0
2010,102.0,11,75,7,1,0
2017,126.0,9,30,12,0,0
2019,73.0,12,81,12,1,0
2011,111.0,7,80,12,1,0
2018,100.0,7,80,12,1,0
2011,86.0,6,80,4,1,0
2018,95.0,9,30,4,1,0
2018,79.0,6,80,12,1,0
2017,81.0,9,80,10,1,0
2015,3.0,11,75,16,2,1
2013,120.0,8,80,12,0,0
2016,1.0,9,79,3,2,1
2013,85.0,9,30,13,1,0
2016,96.0,9,33,10,1,0
2017,91.0,12,81,10,1,0
2017,134.0,8,80,12,0,0
2016,93.0,5,80,7,1,0
2016,82.0,11,79,7,1,0
2007,88.0,7,80,7,1,0
2017,1.0,9,6,8,2,1
1975,96.0,11,56,6,1,0
2018,97.0,6,80,4,1,0
2012,101.0,7,80,13,1,0
2016,88.0,9,80,10,1,0
2016,84.0,9,65,7,1,0
2017,110.0,12,80,10,1,0
2000,105.0,6,80,4,1,0
2017,116.0,7,45,7,1,0
1997,94.0,8,80,7,1,0
2015,110.0,5,11,10,1,0
2018,1.0,11,81,3,2,1
1995,116.0,7,80,12,1,0
2016,51.0,12,80,10,2,0
2012,103.0,9,30,12,1,0
2009,83.0,7,80,0,1,0
1999,176.0,10,30,12,0,0
2006,149.0,12,30,15,0,0
2011,1.0,12,52,16,2,1
2014,79.0,11,79,13,1,0
2010,97.0,8,11,0,1,0
2015,91.0,8,80,0,1,0
2015,1.0,9,79,3,2,1
2011,2.0,14,80,17,2,1
2016,85.0,11,80,7,1,0
2018,85.0,11,80,7,1,0
2005,117.0,8,80,12,1,0
2018,2.0,9,81,16,2,1
2016,84.0,11,1,13,1,0
2010,106.0,11,30,12,1,0
2016,107.0,6,79,10,1,0
2017,98.0,9,80,10,1,0
2018,54.0,9,80,10,2,0
2016,1.0,9,45,16,2,1
2016,139.0,9,13,7,0,0
2015,88.0,5,13,10,1,0
2018,93.0,8,79,0,1,0
2016,91.0,8,80,0,1,0
2011,89.0,7,80,7,1,0
2017,106.0,9,81,4,1,0
2014,116.0,9,75,7,1,0
2016,100.0,8,79,12,1,0
2015,96.0,7,80,7,1,0
2013,119.0,6,80,12,1,0
2019,2.0,11,80,30,2,1
2016,108.0,11,11,10,1,0
2014,104.0,8,13,0,1,0
2010,124.0,9,30,7,0,0
2014,1.0,12,80,21,2,1
2008,87.0,6,80,4,1,0
2013,75.0,5,80,27,1,0
2009,108.0,6,80,4,1,0
1974,103.0,16,21,12,1,0
2012,1.0,9,74,16,2,1
2017,103.0,8,80,0,1,0
2017,89.0,7,79,13,1,0
2014,103.0,9,76,12,1,0
2019,89.0,11,63,0,1,0
2017,119.0,11,30,12,1,0
2017,106.0,8,79,35,1,0
2015,90.0,11,80,10,1,0
2018,118.0,6,80,4,1,0
2014,95.0,5,30,12,1,0
2015,1.0,12,79,3,2,1
2008,123.0,7,80,0,0,0
1989,127.0,7,80,0,0,0
1981,116.0,6,80,0,1,0
1984,119.0,6,80,0,1,0
2016,99.0,11,80,12,1,0
2013,90.0,6,80,10,1,0
2016,90.0,12,79,10,1,0
2009,153.0,8,23,0,0,0
2008,106.0,6,23,0,1,0
2005,141.0,9,30,0,0,0
2017,1.0,11,79,3,2,1
2015,1.0,9,80,8,2,1
2017,1.0,9,34,11,2,1
2018,1.0,11,79,21,2,1
2013,122.0,7,45,7,0,0
2007,2.0,11,11,8,2,1
2016,87.0,9,80,7,1,0
2015,102.0,8,11,12,1,0
2004,88.0,12,37,0,1,0
2003,99.0,9,37,0,1,0
2002,99.0,9,37,0,1,0
2009,134.0,7,80,12,0,0
2018,91.0,12,11,10,1,0
2017,88.0,11,67,12,1,0
2006,127.0,14,30,12,0,0
2010,137.0,9,30,7,0,0
2018,77.0,9,80,10,1,0
2014,71.0,6,80,4,1,0
2011,2.0,14,11,17,2,1
2015,130.0,9,30,12,0,0
2014,1.0,12,79,11,2,1
2015,1.0,11,68,16,2,1
2013,140.0,11,30,12,0,0
1995,101.0,6,80,4,1,0
2012,101.0,9,81,7,1,0
2015,91.0,11,70,7,1,0
2017,84.0,9,19,7,1,0
2014,88.0,5,80,10,1,0
2018,68.0,14,81,4,1,0
2006,163.0,9,30,12,0,0
2013,93.0,6,21,4,1,0
2018,86.0,11,11,10,1,0
2016,1.0,11,80,8,2,1
1997,154.0,8,80,12,0,0
2015,92.0,9,84,7,1,0
2009,132.0,9,30,12,0,0
2014,22.0,13,81,19,2,0
2013,132.0,9,30,12,0,0
2012,94.0,9,30,12,1,0
2016,132.0,9,52,7,0,0
2008,1.0,10,37,16,2,1
2001,105.0,8,80,7,1,0
1973,97.0,11,56,12,1,0
2019,2.0,10,80,21,2,1
2015,109.0,7,80,10,1,0
2008,2.0,9,80,5,2,1
2014,134.0,8,80,12,0,0
2018,53.0,9,33,10,2,0
2016,84.0,11,80,10,1,0
2009,1.0,9,30,16,2,1
1973,102.0,8,80,10,1,0
2017,1.0,14,60,17,2,1
2011,79.0,6,80,10,1,0
1960,181.0,9,81,0,0,0
2017,90.0,9,79,10,1,0
2005,79.0,9,30,10,1,0
2012,133.0,7,80,0,0,0
2013,125.0,11,30,15,0,0
2017,80.0,11,81,10,1,0
2018,101.0,11,80,12,1,0
2015,1.0,9,79,3,2,1
2017,135.0,11,30,0,0,0
2015,1.0,11,12,16,2,1
2016,1.0,9,45,16,2,1
1997,133.0,9,30,7,0,0
2011,91.0,6,80,4,1,0
2017,52.0,9,81,10,2,0
2009,123.0,7,80,7,0,0
2014,2.0,13,80,17,2,1
2011,113.0,7,80,7,1,0
2005,107.0,8,80,7,1,0
2015,128.0,7,80,0,0,0
2005,94.0,7,23,7,1,0
1992,95.0,9,27,0,1,0
2011,106.0,3,80,10,1,0
2012,1.0,11,37,2,2,1
2002,138.0,7,79,0,0,0
2013,1.0,9,76,8,2,1
2017,139.0,9,30,12,0,0
2015,132.0,12,30,12,0,0
1981,173.0,9,30,0,0,0
2017,105.0,12,30,12,1,0
2016,148.0,11,30,0,0,0
2016,120.0,9,30,12,0,0
2014,85.0,6,80,4,1,0
2010,113.0,9,30,12,1,0
2016,99.0,11,79,35,1,0
2017,41.0,9,30,12,2,0
2017,110.0,9,30,13,1,0
2008,137.0,9,30,15,0,0
2001,118.0,7,80,7,1,0
1982,140.0,12,30,7,0,0
2006,85.0,5,80,27,1,0
2017,116.0,9,30,12,1,0
2005,133.0,9,30,7,0,0
1990,1.0,9,80,11,2,1
2014,1.0,12,80,11,2,1
1996,1.0,12,80,11,2,1
2011,89.0,8,80,27,1,0
2013,75.0,8,80,27,1,0
2010,67.0,11,80,27,1,0
2017,90.0,11,80,10,1,0
2017,1.0,9,52,8,2,1
1993,170.0,9,30,0,0,0
2018,1.0,9,30,8,2,1
2013,1.0,9,30,16,2,1
2006,124.0,9,30,7,0,0
2011,1.0,9,30,8,2,1
1980,120.0,12,30,6,0,0
2003,157.0,9,30,7,0,0
2018,124.0,9,30,12,0,0
2017,110.0,8,80,0,1,0
2016,90.0,11,80,0,1,0
1995,97.0,8,80,7,1,0
2015,108.0,9,55,12,1,0
2015,95.0,8,48,0,1,0
2010,2.0,13,81,17,2,1
2003,111.0,8,80,0,1,0
2004,137.0,8,80,0,0,0
2016,100.0,11,79,0,1,0
2015,53.0,9,21,10,2,0
2016,87.0,11,80,0,1,0
2011,106.0,8,80,0,1,0
1988,86.0,7,80,7,1,0
2010,100.0,7,80,0,1,0
2016,103.0,11,28,0,1,0
2014,109.0,8,79,12,1,0
2015,81.0,5,80,12,1,0
2005,98.0,7,80,0,1,0
2018,1.0,12,81,3,2,1
1996,114.0,7,80,7,1,0
2017,87.0,8,21,12,1,0
2015,132.0,12,30,7,0,0
1997,116.0,8,80,35,1,0
2016,1.0,9,81,16,2,1
2017,1.0,9,79,3,2,1
2013,92.0,9,43,7,1,0
2015,2.0,11,37,2,2,1
2015,99.0,8,80,13,1,0
1945,63.0,9,80,6,1,0
2009,121.0,7,80,24,0,0
2016,56.0,10,79,10,2,0
2014,1.0,12,81,11,2,1
2012,96.0,7,79,0,1,0
1972,115.0,9,30,15,1,0
2014,117.0,11,51,7,1,0
2009,58.0,14,81,4,2,0
2013,62.0,14,81,4,1,0
2016,65.0,13,81,4,1,0
2012,61.0,14,81,4,1,0
2017,65.0,14,30,4,1,0
2017,65.0,14,81,4,1,0
2010,58.0,14,81,4,2,0
2013,60.0,14,81,4,1,0
2015,81.0,8,80,12,1,0
2019,1.0,14,81,17,2,1
2013,85.0,5,80,13,1,0
2017,93.0,8,80,7,1,0
2017,126.0,11,30,12,0,0
2004,99.0,8,27,0,1,0
2010,79.0,14,45,4,1,0
2010,26.0,12,80,4,2,0
2017,107.0,12,13,0,1,0
2017,133.0,9,81,12,0,0
1998,95.0,8,79,10,1,0
2014,1.0,9,76,16,2,1
2012,100.0,11,76,7,1,0
2000,149.0,12,30,12,0,0
2017,52.0,11,80,20,2,0
2004,165.0,12,30,15,0,0
2016,104.0,11,1,7,1,0
2017,114.0,8,80,10,1,0
1987,109.0,7,80,6,1,0
2016,88.0,11,35,7,1,0
2012,3.0,9,80,16,2,1
2016,1.0,9,81,16,2,1
2017,1.0,11,45,8,2,1
2010,1.0,12,45,5,2,1
2016,1.0,9,14,8,2,1
2016,143.0,9,30,12,0,0
2011,112.0,11,75,13,1,0
2016,101.0,8,27,0,1,0
2006,110.0,7,80,24,1,0
2018,83.0,4,80,7,1,0
2015,1.0,9,14,16,2,1
2010,145.0,11,30,12,0,0
2011,3.0,9,79,3,2,1
2017,87.0,9,80,0,1,0
2015,1.0,9,68,8,2,1
2019,86.0,11,80,12,1,0
2015,115.0,8,79,0,1,0
2010,93.0,8,80,12,1,0
2017,121.0,9,21,10,0,0
2014,54.0,12,21,10,2,0
2010,100.0,6,80,7,1,0
2003,37.0,13,80,4,2,0
2011,33.0,13,80,19,2,0
2011,35.0,13,80,19,2,0
2011,32.0,13,81,4,2,0
2018,1.0,13,79,3,2,1
2017,147.0,11,30,7,0,0
2014,110.0,7,80,0,1,0
2010,97.0,6,80,4,1,0
2017,108.0,11,13,0,1,0
1982,101.0,9,27,0,1,0
2017,1.0,12,80,11,2,1
2010,100.0,8,80,0,1,0
2017,3.0,10,81,17,2,1
2018,1.0,13,18,17,2,1
2018,48.0,10,81,10,2,0
2016,44.0,15,18,0,2,0
2017,1.0,13,81,17,2,1
2013,78.0,15,80,4,1,0
2016,103.0,11,21,10,1,0
1946,58.0,12,80,6,2,0
2014,3.0,11,76,16,2,1
2018,90.0,9,80,7,1,0
2014,1.0,12,11,21,2,1
2014,89.0,8,80,7,1,0
2018,83.0,12,80,10,1,0
2009,1.0,10,80,3,2,1
2014,1.0,9,79,3,2,1
2018,84.0,11,11,13,1,0
1997,104.0,9,27,0,1,0
2018,99.0,12,80,12,1,0
1992,105.0,8,45,6,1,0
2015,94.0,8,80,12,1,0
2012,2.0,11,79,3,2,1
2012,150.0,7,80,12,0,0
2013,111.0,9,19,0,1,0
1990,116.0,9,81,10,1,0
1983,92.0,9,27,0,1,0
2015,1.0,17,2,17,2,1
2016,23.0,14,2,4,2,0
2016,25.0,14,2,4,2,0
2016,85.0,6,80,12,1,0
2000,90.0,7,80,7,1,0
2018,68.0,15,81,4,1,0
2019,67.0,14,81,4,1,0
2019,66.0,14,81,4,1,0
2016,91.0,5,80,7,1,0
2017,4.0,10,80,17,2,1
2014,87.0,9,80,35,1,0
2016,98.0,7,80,10,1,0
2017,1.0,9,70,8,2,1
2013,1.0,9,45,8,2,1
1998,108.0,8,79,0,1,0
2013,85.0,8,79,12,1,0
2012,95.0,7,21,0,1,0
2017,103.0,11,45,12,1,0
1976,118.0,6,80,0,1,0
2016,2.0,13,68,17,2,1
1962,153.0,8,79,6,0,0
2015,1.0,11,79,3,2,1
2017,96.0,9,11,10,1,0
1990,88.0,9,27,0,1,0
2015,116.0,5,23,7,1,0
2015,155.0,9,30,12,0,0
2015,1.0,11,81,16,2,1
2017,88.0,9,81,10,1,0
2012,1.0,9,14,8,2,1
2017,92.0,9,80,10,1,0
2015,5.0,9,11,31,2,1
2015,1.0,11,74,16,2,1
2019,98.0,11,80,7,1,0
2010,103.0,11,27,7,1,0
2017,163.0,9,30,7,0,0
1994,93.0,9,27,0,1,0
2012,1.0,12,68,16,2,1
2016,1.0,11,81,16,2,1
2018,77.0,11,80,12,1,0
2011,97.0,9,19,7,1,0
2015,115.0,9,31,7,1,0
2013,1.0,10,79,3,2,1
2014,103.0,8,23,7,1,0
2016,82.0,11,80,10,1,0
2006,77.0,11,80,12,1,0
1995,79.0,9,27,12,1,0
2016,98.0,12,1,10,1,0
2010,1.0,12,13,16,2,1
2005,131.0,9,30,12,0,0
2018,110.0,9,30,13,1,0
2015,100.0,11,1,7,1,0
2017,117.0,9,30,15,1,0
2017,107.0,12,30,12,1,0
2012,76.0,8,80,7,1,0
2014,118.0,11,30,13,1,0
1979,93.0,8,2,0,1,0
2014,7.0,9,80,31,2,1
2008,99.0,7,80,7,1,0
1987,84.0,5,80,9,1,0
2016,102.0,11,27,12,1,0
2016,134.0,9,30,12,0,0
2017,78.0,11,80,10,1,0
2016,95.0,11,12,15,1,0
2017,1.0,14,35,17,2,1
2016,1.0,9,37,2,2,1
2013,73.0,13,21,4,1,0
2018,110.0,9,21,0,1,0
2016,75.0,12,51,4,1,0
2013,119.0,9,30,0,1,0
2015,1.0,9,30,16,2,1
2014,1.0,9,30,16,2,1
2010,1.0,9,30,16,2,1
1981,92.0,12,27,7,1,0
2013,1.0,9,76,16,2,1
2005,137.0,9,30,7,0,0
1989,192.0,12,30,12,0,0
2017,132.0,12,30,12,0,0
2018,91.0,11,80,13,1,0
2013,105.0,8,80,0,1,0
2015,88.0,8,79,7,1,0
2018,1.0,12,81,16,2,1
1983,155.0,11,30,12,0,0
2017,103.0,9,30,12,1,0
2014,97.0,7,80,12,1,0
2016,92.0,9,80,12,1,0
2014,98.0,9,80,7,1,0
2017,89.0,11,79,10,1,0
1999,112.0,7,79,7,1,0
2017,75.0,11,30,12,1,0
2017,89.0,9,30,12,1,0
2017,99.0,11,79,13,1,0
2016,107.0,8,11,0,1,0
2018,1.0,9,80,11,2,1
2016,29.0,9,81,19,2,0
2016,4.0,11,80,30,2,1
2016,94.0,11,30,12,1,0
2019,1.0,9,80,21,2,1
2018,2.0,12,80,11,2,1
1986,90.0,8,27,0,1,0
2002,104.0,8,80,27,1,0
2017,55.0,12,80,10,2,0
2016,83.0,9,30,10,1,0
2014,77.0,12,81,10,1,0
2013,72.0,6,80,0,1,0
2017,103.0,6,37,1,1,0
2018,131.0,6,80,4,0,0
2016,1.0,9,79,3,2,1
1983,138.0,9,30,12,0,0
2016,143.0,5,68,0,0,0
2017,80.0,11,1,12,1,0
2006,132.0,9,30,7,0,0
2013,84.0,9,80,12,1,0
2014,99.0,11,27,12,1,0
2017,93.0,9,19,7,1,0
2016,114.0,12,80,10,1,0
2017,100.0,12,80,10,1,0
1988,132.0,12,30,7,0,0
2016,83.0,11,45,7,1,0
2016,105.0,8,11,12,1,0
1973,112.0,8,80,6,1,0
2017,94.0,12,11,12,1,0
1985,90.0,11,56,13,1,0
2017,48.0,9,79,10,2,0
2013,1.0,10,79,3,2,1
2012,1.0,12,2,21,2,1
2017,110.0,12,30,12,1,0
2016,1.0,9,81,16,2,1
2003,84.0,8,80,7,1,0
2017,118.0,11,68,12,1,0
2018,86.0,9,23,10,1,0
1997,98.0,7,80,0,1,0
2002,88.0,7,80,0,1,0
2016,81.0,11,11,12,1,0
2009,112.0,8,31,0,1,0
2018,1.0,9,81,16,2,1
2015,1.0,11,70,16,2,1
2018,106.0,11,50,7,1,0
2016,1.0,12,80,16,2,1
2009,148.0,9,30,7,0,0
2015,105.0,8,79,0,1,0
2016,92.0,6,80,4,1,0
2018,1.0,9,30,16,2,1
2016,112.0,7,80,0,1,0
1996,1.0,14,81,17,2,1
2008,128.0,8,80,12,0,0
2014,2.0,10,21,17,2,1
2017,128.0,9,30,12,0,0
2013,1.0,12,80,21,2,1
2004,136.0,6,11,4,0,0
2012,106.0,6,80,4,1,0
2016,129.0,11,30,12,0,0
2015,1.0,9,45,8,2,1
2015,90.0,7,37,1,1,0
2014,130.0,7,51,12,0,0
2017,85.0,9,80,22,1,0
2011,90.0,5,80,10,1,0
2015,1.0,11,74,16,2,1
2015,94.0,11,80,10,1,0
2016,86.0,5,80,12,1,0
2017,100.0,9,80,10,1,0
2018,107.0,11,79,0,1,0
2014,93.0,12,43,7,1,0
2015,109.0,8,80,12,1,0
2016,109.0,11,30,12,1,0
2017,92.0,11,80,0,1,0
2015,93.0,8,80,12,1,0
2019,100.0,9,50,12,1,0
2017,141.0,8,13,12,0,0
2014,1.0,9,68,16,2,1
2003,119.0,7,80,12,1,0
2016,84.0,8,80,35,1,0
2015,1.0,12,81,3,2,1
1997,96.0,8,80,0,1,0
2014,1.0,12,79,3,2,1
2016,83.0,6,11,4,1,0
2017,117.0,11,19,7,1,0
2017,93.0,6,23,4,1,0
2013,73.0,14,80,4,1,0
2015,72.0,14,80,4,1,0
2012,46.0,14,80,4,2,0
2014,74.0,14,80,4,1,0
2013,46.0,14,80,4,2,0
2011,46.0,14,80,4,2,0
2014,74.0,14,80,4,1,0
2012,71.0,14,80,4,1,0
2016,72.0,14,80,4,1,0
2015,76.0,14,80,4,1,0
2010,23.0,14,80,4,2,0
2013,60.0,10,80,4,1,0
2013,46.0,14,80,4,2,0
2012,2.0,13,11,17,2,1
2005,101.0,7,80,7,1,0
2013,1.0,10,79,3,2,1
2011,1.0,10,79,3,2,1
2009,97.0,8,79,12,1,0
2016,111.0,8,80,12,1,0
2015,96.0,8,21,0,1,0
2015,135.0,9,52,12,0,0
2016,91.0,8,23,12,1,0
2013,84.0,11,80,10,1,0
2011,121.0,9,30,12,0,0
2016,109.0,15,30,4,1,0
2017,74.0,6,2,0,1,0
2013,94.0,8,80,7,1,0
2016,105.0,7,80,12,1,0
2002,97.0,7,80,7,1,0
2015,102.0,9,34,10,1,0
1984,86.0,9,27,7,1,0
